mun;grupos;num;area;n_af_nao;n_af_sim;area_af_nao;area_af_sim;usa_agrotoxico;nao_usa_agrotoxico;naf_usa_agrotoxico;naf_nao_usa_agrotoxico;af_usa_agrotoxico;af_nao_usa_agrotoxico;naf_organico;naf_n_organico;af_organico;af_n_organico;;
São João do Triunfo;De 5 a menos de 10 ha;556;4108;93;463;707;3400;515;41;88;5;427;36;1;1;17;13;;
São João do Triunfo;De 10 a menos de 20 ha;331;4692;39;292;526;4167;300;31;35;4;265;27;0;3;11;11;;
São João do Triunfo;De 20 a menos de 50 ha;175;5288;32;143;973;4315;148;27;28;4;120;23;2;2;9;11;;
São João do Triunfo;De 50 a menos de 100 ha;31;2098;17;14;1276;822;29;2;16;1;13;1;0;1;1;0;;
São João do Triunfo;De 100 a menos de 200 ha;18;2503;18;0;2503;0;17;1;17;1;0;0;0;1;0;0;;
São João do Triunfo;De 200 a menos de 500 ha;15;5163;15;0;5163;0;8;7;8;7;0;0;2;5;0;0;;
São João do Triunfo;De 500 a menos de 1.000 ha;4;2967;4;0;2967;0;3;1;3;1;0;0;0;1;0;0;;
São João do Triunfo;De 1.000 a menos de 2.500 ha;3;0;3;0;0;0;1;2;1;2;0;0;1;1;0;0;;
São João do Triunfo;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São João do Triunfo;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São João do Triunfo;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge d'Oeste;Mais de 0 a menos de 0,1 ha;7;0;1;6;0;0;3;4;1;0;2;4;0;0;1;3;;
São Jorge d'Oeste;De 0,1 a menos de 0,2 ha;9;1;3;6;0;0;1;8;1;2;0;6;2;0;4;2;;
São Jorge d'Oeste;De 0,2 a menos de 0,5 ha;18;5;6;12;2;3;6;12;3;3;3;9;0;3;2;6;;
São Jorge d'Oeste;De 0,5 a menos de 1 ha;60;37;12;48;7;30;19;41;3;9;16;32;2;3;3;27;;
São Jorge d'Oeste;De 1 a menos de 2 ha;16;22;5;11;7;15;14;2;5;0;9;2;0;0;0;1;;
São Jorge d'Oeste;De 2 a menos de 3 ha;53;128;9;44;21;107;40;13;6;3;34;10;1;2;2;7;;
São Jorge d'Oeste;De 3 a menos de 4 ha;60;208;7;53;24;183;49;11;7;0;42;11;0;0;2;7;;
São Jorge d'Oeste;De 4 a menos de 5 ha;69;330;4;65;19;311;51;18;4;0;47;18;0;0;1;16;;
São Jorge d'Oeste;De 5 a menos de 10 ha;201;1559;13;188;107;1453;175;26;9;4;166;22;1;3;0;16;;
São Jorge d'Oeste;De 10 a menos de 20 ha;236;3342;19;217;268;3075;219;17;15;4;204;13;0;2;0;11;;
São Jorge d'Oeste;De 20 a menos de 50 ha;184;5770;15;169;483;5287;175;9;11;4;164;5;0;3;0;3;;
São Jorge d'Oeste;De 50 a menos de 100 ha;63;4292;14;49;1221;3071;62;1;13;1;49;0;0;1;0;0;;
São Jorge d'Oeste;De 100 a menos de 200 ha;27;3475;27;0;3475;0;23;4;23;4;0;0;0;3;0;0;;
São Jorge d'Oeste;De 200 a menos de 500 ha;14;4469;14;0;4469;0;12;2;12;2;0;0;0;2;0;0;;
São Jorge d'Oeste;De 500 a menos de 1.000 ha;5;0;5;0;0;0;5;0;5;0;0;0;0;0;0;0;;
São Jorge d'Oeste;De 1.000 a menos de 2.500 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
São Jorge d'Oeste;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge d'Oeste;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge d'Oeste;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Ivaí;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
São Jorge do Ivaí;De 0,1 a menos de 0,2 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;
São Jorge do Ivaí;De 0,2 a menos de 0,5 ha;13;6;8;5;4;2;3;10;1;7;2;3;0;3;0;2;;
São Jorge do Ivaí;De 0,5 a menos de 1 ha;6;5;5;1;0;0;2;4;2;3;0;1;0;2;0;0;;
São Jorge do Ivaí;De 1 a menos de 2 ha;16;19;1;15;0;0;3;13;0;1;3;12;0;0;1;7;;
São Jorge do Ivaí;De 2 a menos de 3 ha;5;12;0;5;0;12;3;2;0;0;3;2;0;0;0;1;;
São Jorge do Ivaí;De 3 a menos de 4 ha;7;25;0;7;0;25;1;6;0;0;1;6;0;0;1;5;;
São Jorge do Ivaí;De 4 a menos de 5 ha;4;19;0;4;0;19;2;2;0;0;2;2;0;0;0;2;;
São Jorge do Ivaí;De 5 a menos de 10 ha;13;94;0;13;0;94;10;3;0;0;10;3;0;0;0;1;;
São Jorge do Ivaí;De 10 a menos de 20 ha;28;403;4;24;56;347;19;9;1;3;18;6;0;3;0;4;;
São Jorge do Ivaí;De 20 a menos de 50 ha;39;1331;11;28;356;975;34;5;6;5;28;0;0;4;0;0;;
São Jorge do Ivaí;De 50 a menos de 100 ha;38;2663;23;15;1834;829;37;1;22;1;15;0;0;1;0;0;;
São Jorge do Ivaí;De 100 a menos de 200 ha;41;6074;41;0;6074;0;40;1;40;1;0;0;0;0;0;0;;
São Jorge do Ivaí;De 200 a menos de 500 ha;26;8246;26;0;8246;0;26;0;26;0;0;0;0;0;0;0;;
São Jorge do Ivaí;De 500 a menos de 1.000 ha;12;8341;12;0;8341;0;12;0;12;0;0;0;0;0;0;0;;
São Jorge do Ivaí;De 1.000 a menos de 2.500 ha;3;0;3;0;0;0;3;0;3;0;0;0;0;0;0;0;;
São Jorge do Ivaí;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Ivaí;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Ivaí;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Patrocínio;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Patrocínio;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Patrocínio;De 0,2 a menos de 0,5 ha;7;3;4;3;0;0;4;3;3;1;1;2;0;0;0;0;;
São Jorge do Patrocínio;De 0,5 a menos de 1 ha;30;16;15;15;8;8;13;17;6;9;7;8;0;2;2;2;;
São Jorge do Patrocínio;De 1 a menos de 2 ha;10;15;4;6;6;9;3;7;1;3;2;4;0;1;0;0;;
São Jorge do Patrocínio;De 2 a menos de 3 ha;20;49;7;13;17;33;11;9;2;5;9;4;0;2;0;0;;
São Jorge do Patrocínio;De 3 a menos de 4 ha;34;123;9;25;32;91;15;19;4;5;11;14;0;2;0;3;;
São Jorge do Patrocínio;De 4 a menos de 5 ha;45;215;8;37;39;177;30;15;3;5;27;10;0;1;0;4;;
São Jorge do Patrocínio;De 5 a menos de 10 ha;158;1194;27;131;200;994;86;72;12;15;74;57;0;4;0;20;;
São Jorge do Patrocínio;De 10 a menos de 20 ha;153;2125;17;136;236;1888;81;72;5;12;76;60;0;5;0;16;;
São Jorge do Patrocínio;De 20 a menos de 50 ha;145;4452;24;121;786;3666;66;79;8;16;58;63;0;3;1;13;;
São Jorge do Patrocínio;De 50 a menos de 100 ha;50;3442;15;35;1216;2226;32;18;9;6;23;12;0;0;0;2;;
São Jorge do Patrocínio;De 100 a menos de 200 ha;23;3048;23;0;3048;0;12;11;12;11;0;0;0;4;0;0;;
São Jorge do Patrocínio;De 200 a menos de 500 ha;9;2401;9;0;2401;0;7;2;7;2;0;0;1;1;0;0;;
São Jorge do Patrocínio;De 500 a menos de 1.000 ha;3;0;3;0;0;0;1;2;1;2;0;0;0;1;0;0;;
São Jorge do Patrocínio;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Patrocínio;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Patrocínio;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Jorge do Patrocínio;Produtor sem área;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;
São José da Boa Vista;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São José da Boa Vista;De 0,1 a menos de 0,2 ha;3;0;1;2;0;0;0;3;0;1;0;2;0;1;0;2;;
São José da Boa Vista;De 0,2 a menos de 0,5 ha;11;4;1;10;0;0;0;11;0;1;0;10;0;1;0;8;;
São José da Boa Vista;De 0,5 a menos de 1 ha;14;11;1;13;0;0;0;14;0;1;0;13;0;1;0;12;;
São José da Boa Vista;De 1 a menos de 2 ha;33;43;12;21;15;29;7;26;2;10;5;16;0;9;0;15;;
São José da Boa Vista;De 2 a menos de 3 ha;43;103;8;35;20;83;9;34;2;6;7;28;0;5;0;22;;
São José da Boa Vista;De 3 a menos de 4 ha;53;186;8;45;29;158;18;35;2;6;16;29;0;5;0;26;;
São José da Boa Vista;De 4 a menos de 5 ha;45;218;9;36;44;174;14;31;0;9;14;22;0;8;0;20;;
São José da Boa Vista;De 5 a menos de 10 ha;148;1133;23;125;179;954;59;89;5;18;54;71;0;16;0;62;;
São José da Boa Vista;De 10 a menos de 20 ha;188;2709;18;170;264;2445;86;102;1;17;85;85;0;16;0;78;;
São José da Boa Vista;De 20 a menos de 50 ha;131;3994;18;113;537;3457;60;71;4;14;56;57;0;12;0;51;;
São José da Boa Vista;De 50 a menos de 100 ha;46;3070;25;21;1827;1243;28;18;15;10;13;8;0;10;0;8;;
São José da Boa Vista;De 100 a menos de 200 ha;40;5458;40;0;5458;0;22;18;22;18;0;0;0;16;0;0;;
São José da Boa Vista;De 200 a menos de 500 ha;25;7242;25;0;7242;0;18;7;18;7;0;0;0;5;0;0;;
São José da Boa Vista;De 500 a menos de 1.000 ha;8;5119;8;0;5119;0;7;1;7;1;0;0;0;1;0;0;;
São José da Boa Vista;De 1.000 a menos de 2.500 ha;4;5911;4;0;5911;0;3;1;3;1;0;0;0;0;0;0;;
São José da Boa Vista;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São José da Boa Vista;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São José da Boa Vista;Produtor sem área;13;0;1;12;0;0;1;1;0;0;1;1;0;0;0;1;;
São José das Palmeiras;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São José das Palmeiras;De 0,1 a menos de 0,2 ha;2;0;1;1;0;0;0;2;0;1;0;1;0;1;0;1;;
São José das Palmeiras;De 0,2 a menos de 0,5 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
São José das Palmeiras;De 0,5 a menos de 1 ha;13;7;8;5;4;3;8;5;6;2;2;3;0;1;0;1;;
São José das Palmeiras;De 1 a menos de 2 ha;19;26;8;11;10;16;6;13;3;5;3;8;0;4;0;7;;
São José das Palmeiras;De 2 a menos de 3 ha;20;50;5;15;13;37;12;8;4;1;8;7;0;1;1;4;;
São José das Palmeiras;De 3 a menos de 4 ha;22;75;3;19;11;64;8;14;0;3;8;11;0;2;0;7;;
São José das Palmeiras;De 4 a menos de 5 ha;48;227;11;37;53;174;33;15;7;4;26;11;0;3;1;1;;
São José das Palmeiras;De 5 a menos de 10 ha;86;654;11;75;84;569;56;30;6;5;50;25;0;2;2;12;;
São José das Palmeiras;De 10 a menos de 20 ha;95;1285;14;81;186;1099;76;19;7;7;69;12;0;3;0;7;;
São José das Palmeiras;De 20 a menos de 50 ha;43;1335;14;29;462;873;36;7;11;3;25;4;0;1;0;2;;
São José das Palmeiras;De 50 a menos de 100 ha;21;1461;13;8;1010;450;15;6;10;3;5;3;0;2;0;2;;
São José das Palmeiras;De 100 a menos de 200 ha;18;2618;18;0;2618;0;16;2;16;2;0;0;0;2;0;0;;
São José das Palmeiras;De 200 a menos de 500 ha;11;3282;11;0;3282;0;10;1;10;1;0;0;0;1;0;0;;
São José das Palmeiras;De 500 a menos de 1.000 ha;5;3436;5;0;3436;0;4;1;4;1;0;0;0;1;0;0;;
São José das Palmeiras;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São José das Palmeiras;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São José das Palmeiras;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São José das Palmeiras;Produtor sem área;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
São José dos Pinhais;Mais de 0 a menos de 0,1 ha;8;0;0;8;0;0;3;5;0;0;3;5;0;0;1;3;;
São José dos Pinhais;De 0,1 a menos de 0,2 ha;9;1;1;8;0;0;0;9;0;1;0;8;1;0;1;4;;
São José dos Pinhais;De 0,2 a menos de 0,5 ha;39;12;9;30;3;9;8;31;4;5;4;26;2;3;6;7;;
São José dos Pinhais;De 0,5 a menos de 1 ha;80;54;15;65;10;44;18;62;1;14;17;48;1;8;6;26;;
São José dos Pinhais;De 1 a menos de 2 ha;121;157;25;96;34;123;46;75;6;19;40;56;0;13;6;31;;
São José dos Pinhais;De 2 a menos de 3 ha;176;415;33;143;79;336;81;95;13;20;68;75;1;13;9;36;;
São José dos Pinhais;De 3 a menos de 4 ha;106;355;26;80;86;269;46;60;7;19;39;41;2;14;5;16;;
São José dos Pinhais;De 4 a menos de 5 ha;120;558;22;98;102;455;73;47;9;13;64;34;0;8;4;17;;
São José dos Pinhais;De 5 a menos de 10 ha;344;2539;38;306;270;2268;238;106;18;20;220;86;1;13;14;30;;
São José dos Pinhais;De 10 a menos de 20 ha;297;4194;42;255;616;3578;221;76;22;20;199;56;3;9;14;19;;
São José dos Pinhais;De 20 a menos de 50 ha;138;4250;40;98;1439;2811;100;38;20;20;80;18;4;10;7;8;;
São José dos Pinhais;De 50 a menos de 100 ha;46;3245;46;0;3245;0;33;13;33;13;0;0;4;7;0;0;;
São José dos Pinhais;De 100 a menos de 200 ha;23;3185;23;0;3185;0;16;7;16;7;0;0;0;4;0;0;;
São José dos Pinhais;De 200 a menos de 500 ha;7;0;7;0;0;0;3;4;3;4;0;0;1;3;0;0;;
São José dos Pinhais;De 500 a menos de 1.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São José dos Pinhais;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São José dos Pinhais;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São José dos Pinhais;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São José dos Pinhais;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Manoel do Paraná;Mais de 0 a menos de 0,1 ha;4;0;3;1;0;0;0;4;0;3;0;1;0;3;0;1;;
São Manoel do Paraná;De 0,1 a menos de 0,2 ha;2;0;1;1;0;0;0;2;0;1;0;1;0;1;0;1;;
São Manoel do Paraná;De 0,2 a menos de 0,5 ha;4;1;2;2;0;0;1;3;0;2;1;1;0;2;0;1;;
São Manoel do Paraná;De 0,5 a menos de 1 ha;22;13;11;11;0;0;5;17;2;9;3;8;0;9;0;3;;
São Manoel do Paraná;De 1 a menos de 2 ha;20;25;12;8;16;10;5;15;3;9;2;6;0;5;0;4;;
São Manoel do Paraná;De 2 a menos de 3 ha;17;42;6;11;15;27;3;14;0;6;3;8;0;4;0;7;;
São Manoel do Paraná;De 3 a menos de 4 ha;26;89;6;20;19;70;6;20;1;5;5;15;0;3;0;11;;
São Manoel do Paraná;De 4 a menos de 5 ha;18;85;5;13;24;62;7;11;2;3;5;8;0;3;0;5;;
São Manoel do Paraná;De 5 a menos de 10 ha;41;311;9;32;61;250;16;25;3;6;13;19;0;6;0;12;;
São Manoel do Paraná;De 10 a menos de 20 ha;28;393;4;24;52;341;11;17;2;2;9;15;0;2;0;5;;
São Manoel do Paraná;De 20 a menos de 50 ha;16;455;3;13;80;376;9;7;1;2;8;5;0;2;0;3;;
São Manoel do Paraná;De 50 a menos de 100 ha;6;467;3;3;273;195;5;1;2;1;3;0;0;0;0;0;;
São Manoel do Paraná;De 100 a menos de 200 ha;7;1037;7;0;1037;0;7;0;7;0;0;0;0;0;0;0;;
São Manoel do Paraná;De 200 a menos de 500 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
São Manoel do Paraná;De 500 a menos de 1.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São Manoel do Paraná;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Manoel do Paraná;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São Manoel do Paraná;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Manoel do Paraná;Produtor sem área;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
São Mateus do Sul;Mais de 0 a menos de 0,1 ha;18;1;8;10;1;1;3;15;1;7;2;8;1;5;1;6;;
São Mateus do Sul;De 0,1 a menos de 0,2 ha;54;8;22;32;3;5;9;45;2;20;7;25;4;14;3;18;;
São Mateus do Sul;De 0,2 a menos de 0,5 ha;135;49;61;74;23;26;22;113;14;47;8;66;6;31;6;39;;
São Mateus do Sul;De 0,5 a menos de 1 ha;229;168;103;126;73;95;74;155;35;68;39;87;9;44;8;57;;
São Mateus do Sul;De 1 a menos de 2 ha;321;452;109;212;151;301;121;200;37;72;84;128;5;46;14;72;;
São Mateus do Sul;De 2 a menos de 3 ha;294;731;87;207;216;515;153;141;31;56;122;85;7;33;8;55;;
São Mateus do Sul;De 3 a menos de 4 ha;234;816;49;185;168;647;140;94;19;30;121;64;7;18;3;37;;
São Mateus do Sul;De 4 a menos de 5 ha;258;1216;45;213;213;1003;160;98;17;28;143;70;3;21;6;50;;
São Mateus do Sul;De 5 a menos de 10 ha;629;4774;76;553;572;4202;451;178;36;40;415;138;3;31;11;91;;
São Mateus do Sul;De 10 a menos de 20 ha;542;7796;43;499;599;7196;416;126;25;18;391;108;3;12;6;67;;
São Mateus do Sul;De 20 a menos de 50 ha;419;12822;34;385;1080;11742;361;58;25;9;336;49;0;6;1;26;;
São Mateus do Sul;De 50 a menos de 100 ha;133;9260;84;49;6466;2794;122;11;77;7;45;4;0;5;0;3;;
São Mateus do Sul;De 100 a menos de 200 ha;76;10600;65;11;0;0;65;11;60;5;5;6;0;5;0;5;;
São Mateus do Sul;De 200 a menos de 500 ha;42;12980;39;3;0;0;35;7;33;6;2;1;2;3;0;0;;
São Mateus do Sul;De 500 a menos de 1.000 ha;12;9212;12;0;9212;0;12;0;12;0;0;0;0;0;0;0;;
São Mateus do Sul;De 1.000 a menos de 2.500 ha;7;8897;6;1;0;0;5;2;5;1;0;1;0;1;0;1;;
São Mateus do Sul;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São Mateus do Sul;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Mateus do Sul;Produtor sem área;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Miguel do Iguaçu;Mais de 0 a menos de 0,1 ha;11;0;5;6;0;0;0;11;0;5;0;6;0;5;0;6;;
São Miguel do Iguaçu;De 0,1 a menos de 0,2 ha;3;0;0;3;0;0;0;3;0;0;0;3;0;0;0;3;;
São Miguel do Iguaçu;De 0,2 a menos de 0,5 ha;19;6;5;14;2;4;3;16;0;5;3;11;0;5;1;9;;
São Miguel do Iguaçu;De 0,5 a menos de 1 ha;90;51;28;62;16;35;6;84;2;26;4;58;0;24;5;46;;
São Miguel do Iguaçu;De 1 a menos de 2 ha;116;130;48;68;50;80;15;101;2;46;13;55;0;46;1;51;;
São Miguel do Iguaçu;De 2 a menos de 3 ha;96;226;16;80;36;190;34;62;4;12;30;50;0;12;3;42;;
São Miguel do Iguaçu;De 3 a menos de 4 ha;55;193;5;50;0;0;31;24;1;4;30;20;0;4;1;19;;
São Miguel do Iguaçu;De 4 a menos de 5 ha;79;375;8;71;37;338;42;37;1;7;41;30;0;7;2;26;;
São Miguel do Iguaçu;De 5 a menos de 10 ha;290;2363;24;266;191;2172;225;65;8;16;217;49;0;14;6;33;;
São Miguel do Iguaçu;De 10 a menos de 20 ha;284;4052;20;264;278;3774;239;45;7;13;232;32;0;10;0;26;;
São Miguel do Iguaçu;De 20 a menos de 50 ha;319;10021;21;298;618;9404;297;22;13;8;284;14;1;5;0;10;;
São Miguel do Iguaçu;De 50 a menos de 100 ha;89;6287;44;45;3632;2654;86;3;43;1;43;2;0;0;0;1;;
São Miguel do Iguaçu;De 100 a menos de 200 ha;69;9933;68;1;0;0;67;2;67;1;0;1;0;1;0;1;;
São Miguel do Iguaçu;De 200 a menos de 500 ha;56;16011;56;0;16011;0;56;0;56;0;0;0;0;0;0;0;;
São Miguel do Iguaçu;De 500 a menos de 1.000 ha;10;7465;10;0;7465;0;10;0;10;0;0;0;0;0;0;0;;
São Miguel do Iguaçu;De 1.000 a menos de 2.500 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
São Miguel do Iguaçu;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Miguel do Iguaçu;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Miguel do Iguaçu;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Iguaçu;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Iguaçu;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Iguaçu;De 0,2 a menos de 0,5 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São Pedro do Iguaçu;De 0,5 a menos de 1 ha;18;10;6;12;3;7;4;14;1;5;3;9;0;3;0;8;;
São Pedro do Iguaçu;De 1 a menos de 2 ha;7;10;0;7;0;10;2;5;0;0;2;5;0;0;0;3;;
São Pedro do Iguaçu;De 2 a menos de 3 ha;10;24;0;10;0;24;5;5;0;0;5;5;0;0;1;3;;
São Pedro do Iguaçu;De 3 a menos de 4 ha;14;48;3;11;10;38;9;5;2;1;7;4;0;1;0;3;;
São Pedro do Iguaçu;De 4 a menos de 5 ha;26;120;5;21;23;97;10;16;3;2;7;14;1;1;1;10;;
São Pedro do Iguaçu;De 5 a menos de 10 ha;107;796;6;101;44;752;73;34;1;5;72;29;3;2;2;19;;
São Pedro do Iguaçu;De 10 a menos de 20 ha;112;1676;7;105;110;1567;94;18;5;2;89;16;0;1;3;8;;
São Pedro do Iguaçu;De 20 a menos de 50 ha;113;3385;7;106;218;3168;105;8;4;3;101;5;2;0;0;3;;
São Pedro do Iguaçu;De 50 a menos de 100 ha;49;3390;20;29;1639;1751;46;3;18;2;28;1;0;1;0;1;;
São Pedro do Iguaçu;De 100 a menos de 200 ha;26;3732;26;0;3732;0;23;3;23;3;0;0;2;1;0;0;;
São Pedro do Iguaçu;De 200 a menos de 500 ha;21;6589;21;0;6589;0;19;2;19;2;0;0;0;1;0;0;;
São Pedro do Iguaçu;De 500 a menos de 1.000 ha;3;2081;3;0;2081;0;3;0;3;0;0;0;0;0;0;0;;
São Pedro do Iguaçu;De 1.000 a menos de 2.500 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
São Pedro do Iguaçu;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Iguaçu;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Iguaçu;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Ivaí;Mais de 0 a menos de 0,1 ha;4;0;1;3;0;0;1;3;0;1;1;2;0;1;0;2;;
São Pedro do Ivaí;De 0,1 a menos de 0,2 ha;3;0;1;2;0;0;1;2;1;0;0;2;0;0;0;2;;
São Pedro do Ivaí;De 0,2 a menos de 0,5 ha;10;4;2;8;0;0;4;6;1;1;3;5;1;0;0;5;;
São Pedro do Ivaí;De 0,5 a menos de 1 ha;115;64;54;61;30;34;33;82;14;40;19;42;2;30;0;28;;
São Pedro do Ivaí;De 1 a menos de 2 ha;11;15;6;5;7;8;3;8;1;5;2;3;0;5;0;1;;
São Pedro do Ivaí;De 2 a menos de 3 ha;13;30;7;6;16;14;4;9;2;5;2;4;1;4;0;3;;
São Pedro do Ivaí;De 3 a menos de 4 ha;10;34;5;5;17;18;6;4;1;4;5;0;0;2;0;0;;
São Pedro do Ivaí;De 4 a menos de 5 ha;10;46;5;5;23;24;7;3;2;3;5;0;0;2;0;0;;
São Pedro do Ivaí;De 5 a menos de 10 ha;26;197;8;18;56;141;15;11;3;5;12;6;0;4;0;3;;
São Pedro do Ivaí;De 10 a menos de 20 ha;29;438;2;27;0;0;23;6;0;2;23;4;0;2;0;4;;
São Pedro do Ivaí;De 20 a menos de 50 ha;36;1118;3;33;94;1024;32;4;0;3;32;1;1;2;0;1;;
São Pedro do Ivaí;De 50 a menos de 100 ha;33;2501;21;12;1768;733;28;5;16;5;12;0;0;4;0;0;;
São Pedro do Ivaí;De 100 a menos de 200 ha;20;3263;20;0;3263;0;17;3;17;3;0;0;0;2;0;0;;
São Pedro do Ivaí;De 200 a menos de 500 ha;20;6339;20;0;6339;0;19;1;19;1;0;0;0;1;0;0;;
São Pedro do Ivaí;De 500 a menos de 1.000 ha;5;3585;5;0;3585;0;5;0;5;0;0;0;0;0;0;0;;
São Pedro do Ivaí;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São Pedro do Ivaí;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
São Pedro do Ivaí;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Ivaí;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Paraná;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Paraná;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Paraná;De 0,2 a menos de 0,5 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Paraná;De 0,5 a menos de 1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Paraná;De 1 a menos de 2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
São Pedro do Paraná;De 2 a menos de 3 ha;26;63;11;15;26;36;1;25;0;11;1;14;0;10;0;12;;
São Pedro do Paraná;De 3 a menos de 4 ha;22;75;12;10;42;34;1;21;1;11;0;10;0;9;1;9;;
