mun;grupos;num;area;n_af_nao;n_af_sim;area_af_nao;area_af_sim;usa_agrotoxico;nao_usa_agrotoxico;naf_usa_agrotoxico;naf_nao_usa_agrotoxico;af_usa_agrotoxico;af_nao_usa_agrotoxico;naf_organico;naf_n_organico;af_organico;af_n_organico;;
Campina da Lagoa;De 10 a menos de 20 ha;133;1917;12;121;145;1772;78;55;1;11;77;44;0;9;1;31;;
Campina da Lagoa;De 20 a menos de 50 ha;160;5171;19;141;676;4495;118;42;9;10;109;32;0;9;0;24;;
Campina da Lagoa;De 50 a menos de 100 ha;84;6088;26;58;2274;3814;63;21;19;7;44;14;0;3;1;9;;
Campina da Lagoa;De 100 a menos de 200 ha;64;9377;64;0;9377;0;53;11;53;11;0;0;0;7;0;0;;
Campina da Lagoa;De 200 a menos de 500 ha;56;17961;56;0;17961;0;50;6;50;6;0;0;0;5;0;0;;
Campina da Lagoa;De 500 a menos de 1.000 ha;17;11647;17;0;11647;0;16;1;16;1;0;0;0;0;0;0;;
Campina da Lagoa;De 1.000 a menos de 2.500 ha;10;14878;10;0;14878;0;10;0;10;0;0;0;0;0;0;0;;
Campina da Lagoa;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campina da Lagoa;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campina da Lagoa;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campina do Simão;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campina do Simão;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campina do Simão;De 0,2 a menos de 0,5 ha;2;0;1;1;0;0;1;1;0;1;1;0;0;0;0;0;;
Campina do Simão;De 0,5 a menos de 1 ha;5;4;2;3;0;0;3;2;2;0;1;2;0;0;0;0;;
Campina do Simão;De 1 a menos de 2 ha;9;12;1;8;0;0;5;4;1;0;4;4;0;0;0;4;;
Campina do Simão;De 2 a menos de 3 ha;22;54;5;17;12;42;15;7;3;2;12;5;0;2;0;3;;
Campina do Simão;De 3 a menos de 4 ha;26;89;7;19;24;65;17;9;5;2;12;7;0;2;0;4;;
Campina do Simão;De 4 a menos de 5 ha;40;188;6;34;28;161;21;19;2;4;19;15;0;2;0;11;;
Campina do Simão;De 5 a menos de 10 ha;81;611;9;72;64;547;43;38;4;5;39;33;0;4;0;25;;
Campina do Simão;De 10 a menos de 20 ha;114;1633;6;108;92;1541;68;46;2;4;66;42;0;3;0;31;;
Campina do Simão;De 20 a menos de 50 ha;79;2449;6;73;242;2207;56;23;0;6;56;17;0;6;0;14;;
Campina do Simão;De 50 a menos de 100 ha;31;2087;13;18;1006;1081;17;14;5;8;12;6;0;5;0;5;;
Campina do Simão;De 100 a menos de 200 ha;19;2656;19;0;2656;0;17;2;17;2;0;0;0;1;0;0;;
Campina do Simão;De 200 a menos de 500 ha;19;6183;19;0;6183;0;14;5;14;5;0;0;0;4;0;0;;
Campina do Simão;De 500 a menos de 1.000 ha;7;4665;7;0;4665;0;6;1;6;1;0;0;0;0;0;0;;
Campina do Simão;De 1.000 a menos de 2.500 ha;5;6186;5;0;6186;0;4;1;4;1;0;0;0;1;0;0;;
Campina do Simão;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Campina do Simão;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campina do Simão;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campina Grande do Sul;Mais de 0 a menos de 0,1 ha;6;0;3;3;0;0;0;6;0;3;0;3;0;3;0;3;;
Campina Grande do Sul;De 0,1 a menos de 0,2 ha;4;0;2;2;0;0;0;4;0;2;0;2;0;2;0;2;;
Campina Grande do Sul;De 0,2 a menos de 0,5 ha;24;7;12;12;4;4;1;23;0;12;1;11;0;12;0;10;;
Campina Grande do Sul;De 0,5 a menos de 1 ha;21;15;7;14;5;11;0;21;0;7;0;14;1;6;0;12;;
Campina Grande do Sul;De 1 a menos de 2 ha;44;57;16;28;22;35;2;42;0;16;2;26;0;13;0;21;;
Campina Grande do Sul;De 2 a menos de 3 ha;50;119;25;25;60;59;1;49;0;25;1;24;0;21;0;19;;
Campina Grande do Sul;De 3 a menos de 4 ha;27;94;12;15;43;50;2;25;0;12;2;13;0;11;0;8;;
Campina Grande do Sul;De 4 a menos de 5 ha;19;91;9;10;44;47;0;19;0;9;0;10;0;8;0;9;;
Campina Grande do Sul;De 5 a menos de 10 ha;83;604;46;37;331;273;8;75;7;39;1;36;0;31;0;32;;
Campina Grande do Sul;De 10 a menos de 20 ha;64;887;33;31;468;419;7;57;1;32;6;25;0;22;0;16;;
Campina Grande do Sul;De 20 a menos de 50 ha;52;1594;26;26;809;785;5;47;2;24;3;23;1;21;1;16;;
Campina Grande do Sul;De 50 a menos de 100 ha;21;1628;19;2;0;0;1;20;0;19;1;1;0;15;0;0;;
Campina Grande do Sul;De 100 a menos de 200 ha;13;2058;13;0;2058;0;0;13;0;13;0;0;0;10;0;0;;
Campina Grande do Sul;De 200 a menos de 500 ha;7;2142;7;0;2142;0;0;7;0;7;0;0;0;6;0;0;;
Campina Grande do Sul;De 500 a menos de 1.000 ha;5;3240;5;0;3240;0;0;5;0;5;0;0;0;5;0;0;;
Campina Grande do Sul;De 1.000 a menos de 2.500 ha;5;6399;5;0;6399;0;0;5;0;5;0;0;0;4;0;0;;
Campina Grande do Sul;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Campina Grande do Sul;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campina Grande do Sul;Produtor sem área;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Bonito;Mais de 0 a menos de 0,1 ha;9;1;5;4;0;0;0;9;0;5;0;4;0;4;0;4;;
Campo Bonito;De 0,1 a menos de 0,2 ha;5;0;4;1;0;0;1;4;1;3;0;1;0;3;0;1;;
Campo Bonito;De 0,2 a menos de 0,5 ha;8;2;5;3;2;1;1;7;0;5;1;2;0;3;0;2;;
Campo Bonito;De 0,5 a menos de 1 ha;46;24;20;26;10;14;12;34;3;17;9;17;1;11;1;10;;
Campo Bonito;De 1 a menos de 2 ha;14;18;11;3;0;0;7;7;5;6;2;1;1;4;1;0;;
Campo Bonito;De 2 a menos de 3 ha;34;81;13;21;31;50;10;24;2;11;8;13;0;9;0;7;;
Campo Bonito;De 3 a menos de 4 ha;27;95;9;18;31;64;13;14;3;6;10;8;1;4;0;5;;
Campo Bonito;De 4 a menos de 5 ha;24;112;6;18;29;84;13;11;1;5;12;6;0;3;0;3;;
Campo Bonito;De 5 a menos de 10 ha;77;611;8;69;68;544;52;25;5;3;47;22;1;1;1;11;;
Campo Bonito;De 10 a menos de 20 ha;106;1661;9;97;130;1531;90;16;5;4;85;12;0;3;0;10;;
Campo Bonito;De 20 a menos de 50 ha;114;3544;8;106;225;3318;97;17;4;4;93;13;0;3;0;8;;
Campo Bonito;De 50 a menos de 100 ha;36;2647;12;24;1080;1566;33;3;10;2;23;1;0;1;0;1;;
Campo Bonito;De 100 a menos de 200 ha;12;1863;12;0;1863;0;12;0;12;0;0;0;0;0;0;0;;
Campo Bonito;De 200 a menos de 500 ha;21;7097;21;0;7097;0;20;1;20;1;0;0;0;1;0;0;;
Campo Bonito;De 500 a menos de 1.000 ha;10;6701;10;0;6701;0;8;2;8;2;0;0;0;2;0;0;;
Campo Bonito;De 1.000 a menos de 2.500 ha;8;11158;8;0;11158;0;7;1;7;1;0;0;0;1;0;0;;
Campo Bonito;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Campo Bonito;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Bonito;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo do Tenente;Mais de 0 a menos de 0,1 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;;
Campo do Tenente;De 0,1 a menos de 0,2 ha;2;0;1;1;0;0;0;2;0;1;0;1;0;0;0;1;;
Campo do Tenente;De 0,2 a menos de 0,5 ha;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Campo do Tenente;De 0,5 a menos de 1 ha;37;22;29;8;17;5;34;3;28;1;6;2;0;1;0;1;;
Campo do Tenente;De 1 a menos de 2 ha;12;16;6;6;9;8;10;2;4;2;6;0;0;2;0;0;;
Campo do Tenente;De 2 a menos de 3 ha;24;55;3;21;7;48;12;12;1;2;11;10;0;2;1;8;;
Campo do Tenente;De 3 a menos de 4 ha;22;72;1;21;0;0;17;5;1;0;16;5;0;0;0;5;;
Campo do Tenente;De 4 a menos de 5 ha;15;64;0;15;0;64;12;3;0;0;12;3;0;0;1;2;;
Campo do Tenente;De 5 a menos de 10 ha;74;514;6;68;47;466;65;9;5;1;60;8;0;1;2;6;;
Campo do Tenente;De 10 a menos de 20 ha;57;820;3;54;42;778;46;11;1;2;45;9;0;2;0;7;;
Campo do Tenente;De 20 a menos de 50 ha;33;966;0;33;0;966;30;3;0;0;30;3;0;0;0;2;;
Campo do Tenente;De 50 a menos de 100 ha;14;999;6;8;472;527;13;1;6;0;7;1;0;0;0;1;;
Campo do Tenente;De 100 a menos de 200 ha;11;1659;11;0;1659;0;9;2;9;2;0;0;0;1;0;0;;
Campo do Tenente;De 200 a menos de 500 ha;10;3391;10;0;3391;0;7;3;7;3;0;0;0;3;0;0;;
Campo do Tenente;De 500 a menos de 1.000 ha;4;2910;4;0;2910;0;4;0;4;0;0;0;0;0;0;0;;
Campo do Tenente;De 1.000 a menos de 2.500 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Campo do Tenente;De 2.500 a menos de 10.000 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Campo do Tenente;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo do Tenente;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Largo;Mais de 0 a menos de 0,1 ha;68;3;21;47;1;2;7;61;1;20;6;41;0;17;2;35;;
Campo Largo;De 0,1 a menos de 0,2 ha;59;8;25;34;4;4;2;57;0;25;2;32;0;20;2;26;;
Campo Largo;De 0,2 a menos de 0,5 ha;89;31;29;60;10;21;10;79;2;27;8;52;2;24;3;41;;
Campo Largo;De 0,5 a menos de 1 ha;103;73;46;57;33;40;15;88;6;40;9;48;4;32;6;30;;
Campo Largo;De 1 a menos de 2 ha;191;246;64;127;86;160;39;152;9;55;30;97;2;47;3;77;;
Campo Largo;De 2 a menos de 3 ha;246;588;83;163;197;390;75;171;32;51;43;120;1;47;4;89;;
Campo Largo;De 3 a menos de 4 ha;136;479;43;93;153;326;36;100;9;34;27;66;3;29;5;55;;
Campo Largo;De 4 a menos de 5 ha;182;872;63;119;304;568;62;120;17;46;45;74;6;33;4;52;;
Campo Largo;De 5 a menos de 10 ha;336;2552;80;256;610;1942;137;199;23;57;114;142;0;45;3;106;;
Campo Largo;De 10 a menos de 20 ha;347;5070;69;278;963;4107;168;179;25;44;143;135;2;31;5;96;;
Campo Largo;De 20 a menos de 50 ha;282;8826;59;223;2105;6721;153;129;25;34;128;95;1;29;2;74;;
Campo Largo;De 50 a menos de 100 ha;85;6211;85;0;6211;0;39;46;39;46;0;0;3;33;0;0;;
Campo Largo;De 100 a menos de 200 ha;33;4556;33;0;4556;0;13;20;13;20;0;0;0;19;0;0;;
Campo Largo;De 200 a menos de 500 ha;30;9205;30;0;9205;0;5;25;5;25;0;0;1;20;0;0;;
Campo Largo;De 500 a menos de 1.000 ha;11;7048;11;0;7048;0;1;10;1;10;0;0;0;8;0;0;;
Campo Largo;De 1.000 a menos de 2.500 ha;6;0;6;0;0;0;4;2;4;2;0;0;0;2;0;0;;
Campo Largo;De 2.500 a menos de 10.000 ha;2;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;;
Campo Largo;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Largo;Produtor sem área;27;0;13;14;0;0;0;21;0;11;0;10;0;8;1;9;;
Campo Magro;Mais de 0 a menos de 0,1 ha;35;2;23;12;1;0;3;32;0;23;3;9;0;19;0;9;;
Campo Magro;De 0,1 a menos de 0,2 ha;10;1;3;7;0;1;2;8;0;3;2;5;0;3;0;4;;
Campo Magro;De 0,2 a menos de 0,5 ha;25;8;13;12;4;4;3;22;2;11;1;11;0;9;0;9;;
Campo Magro;De 0,5 a menos de 1 ha;81;49;29;52;16;32;21;60;6;23;15;37;1;21;0;29;;
Campo Magro;De 1 a menos de 2 ha;135;168;39;96;48;119;47;88;5;34;42;54;0;28;1;43;;
Campo Magro;De 2 a menos de 3 ha;91;216;30;61;71;145;40;51;8;22;32;29;0;19;1;20;;
Campo Magro;De 3 a menos de 4 ha;54;190;15;39;52;138;32;22;3;12;29;10;0;10;0;7;;
Campo Magro;De 4 a menos de 5 ha;62;290;14;48;65;225;32;30;3;11;29;19;0;11;2;14;;
Campo Magro;De 5 a menos de 10 ha;133;1043;29;104;211;832;78;55;8;21;70;34;0;17;0;24;;
Campo Magro;De 10 a menos de 20 ha;115;1656;19;96;276;1380;78;37;8;11;70;26;0;8;2;19;;
Campo Magro;De 20 a menos de 50 ha;82;2512;10;72;343;2169;66;16;5;5;61;11;0;4;0;6;;
Campo Magro;De 50 a menos de 100 ha;15;972;15;0;972;0;11;4;11;4;0;0;0;4;0;0;;
Campo Magro;De 100 a menos de 200 ha;11;1752;11;0;1752;0;4;7;4;7;0;0;0;6;0;0;;
Campo Magro;De 200 a menos de 500 ha;5;1607;5;0;1607;0;2;3;2;3;0;0;0;2;0;0;;
Campo Magro;De 500 a menos de 1.000 ha;2;0;2;0;0;0;1;1;1;1;0;0;0;1;0;0;;
Campo Magro;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Campo Magro;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Campo Magro;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Magro;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Mourão;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Mourão;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Mourão;De 0,2 a menos de 0,5 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Campo Mourão;De 0,5 a menos de 1 ha;4;0;2;2;0;0;1;3;0;2;1;1;0;2;1;0;;
Campo Mourão;De 1 a menos de 2 ha;10;14;1;9;0;0;3;7;0;1;3;6;0;0;2;4;;
Campo Mourão;De 2 a menos de 3 ha;22;55;5;17;13;42;2;20;0;5;2;15;2;2;9;4;;
Campo Mourão;De 3 a menos de 4 ha;23;80;5;18;16;64;7;16;1;4;6;12;0;4;1;8;;
Campo Mourão;De 4 a menos de 5 ha;27;130;4;23;19;111;10;17;0;4;10;13;0;3;1;10;;
Campo Mourão;De 5 a menos de 10 ha;93;689;17;76;126;563;45;48;6;11;39;37;2;6;1;21;;
Campo Mourão;De 10 a menos de 20 ha;103;1472;14;89;189;1283;63;40;4;10;59;30;0;8;3;19;;
Campo Mourão;De 20 a menos de 50 ha;117;3729;8;109;242;3487;91;26;2;6;89;20;0;5;1;15;;
Campo Mourão;De 50 a menos de 100 ha;70;5159;43;27;3538;1621;62;8;37;6;25;2;0;4;0;2;;
Campo Mourão;De 100 a menos de 200 ha;64;8967;64;0;8967;0;55;9;55;9;0;0;0;9;0;0;;
Campo Mourão;De 200 a menos de 500 ha;56;17144;56;0;17144;0;52;4;52;4;0;0;0;3;0;0;;
Campo Mourão;De 500 a menos de 1.000 ha;19;13446;19;0;13446;0;19;0;19;0;0;0;0;0;0;0;;
Campo Mourão;De 1.000 a menos de 2.500 ha;8;10484;8;0;10484;0;8;0;8;0;0;0;0;0;0;0;;
Campo Mourão;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Campo Mourão;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Campo Mourão;Produtor sem área;8;0;7;1;0;0;7;0;7;0;0;0;0;0;0;0;;
Cândido de Abreu;Mais de 0 a menos de 0,1 ha;16;1;7;9;0;0;2;14;0;7;2;7;0;7;0;7;;
Cândido de Abreu;De 0,1 a menos de 0,2 ha;32;5;9;23;1;4;4;28;2;7;2;21;0;7;1;20;;
Cândido de Abreu;De 0,2 a menos de 0,5 ha;96;38;30;66;12;26;42;54;16;14;26;40;0;14;1;33;;
Cândido de Abreu;De 0,5 a menos de 1 ha;76;55;25;51;19;36;23;53;8;17;15;36;0;15;3;28;;
Cândido de Abreu;De 1 a menos de 2 ha;126;177;22;104;32;145;68;58;9;13;59;45;1;11;3;36;;
Cândido de Abreu;De 2 a menos de 3 ha;141;343;32;109;79;265;81;60;19;13;62;47;0;12;4;38;;
Cândido de Abreu;De 3 a menos de 4 ha;112;385;20;92;69;316;57;55;9;11;48;44;0;8;2;37;;
Cândido de Abreu;De 4 a menos de 5 ha;146;697;34;112;164;534;89;57;19;15;70;42;2;13;3;30;;
Cândido de Abreu;De 5 a menos de 10 ha;356;2787;64;292;500;2288;201;155;22;42;179;113;2;38;4;97;;
Cândido de Abreu;De 10 a menos de 20 ha;524;7930;59;465;902;7028;331;193;23;36;308;157;2;33;7;124;;
Cândido de Abreu;De 20 a menos de 50 ha;466;14486;53;413;1617;12869;296;170;18;35;278;135;1;31;2;111;;
Cândido de Abreu;De 50 a menos de 100 ha;159;11105;46;113;3937;7168;100;59;30;16;70;43;0;14;2;34;;
Cândido de Abreu;De 100 a menos de 200 ha;85;12354;85;0;12354;0;49;36;49;36;0;0;0;29;0;0;;
Cândido de Abreu;De 200 a menos de 500 ha;76;23082;76;0;23082;0;38;38;38;38;0;0;1;27;0;0;;
Cândido de Abreu;De 500 a menos de 1.000 ha;28;19352;28;0;19352;0;19;9;19;9;0;0;0;9;0;0;;
Cândido de Abreu;De 1.000 a menos de 2.500 ha;9;15113;9;0;15113;0;6;3;6;3;0;0;0;1;0;0;;
Cândido de Abreu;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Cândido de Abreu;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Cândido de Abreu;Produtor sem área;3;0;2;1;0;0;0;2;0;2;0;0;1;1;0;0;;
Candói;Mais de 0 a menos de 0,1 ha;18;1;9;9;1;1;4;14;1;8;3;6;0;8;1;5;;
Candói;De 0,1 a menos de 0,2 ha;43;6;22;21;3;3;6;37;4;18;2;19;0;18;1;18;;
Candói;De 0,2 a menos de 0,5 ha;69;23;30;39;11;12;7;62;4;26;3;36;0;25;0;33;;
Candói;De 0,5 a menos de 1 ha;40;27;17;23;11;16;13;27;7;10;6;17;1;9;0;15;;
Candói;De 1 a menos de 2 ha;93;118;28;65;35;83;39;54;12;16;27;38;1;15;2;32;;
Candói;De 2 a menos de 3 ha;75;180;17;58;40;141;38;37;4;13;34;24;1;11;2;21;;
Candói;De 3 a menos de 4 ha;47;163;5;42;18;145;34;13;2;3;32;10;1;2;1;8;;
Candói;De 4 a menos de 5 ha;76;364;11;65;53;311;57;19;7;4;50;15;0;4;1;13;;
Candói;De 5 a menos de 10 ha;176;1364;19;157;150;1214;133;43;12;7;121;36;1;5;1;33;;
Candói;De 10 a menos de 20 ha;386;5633;31;355;455;5179;297;89;11;20;286;69;0;17;2;55;;
Candói;De 20 a menos de 50 ha;228;7157;12;216;440;6717;191;37;9;3;182;34;0;2;1;27;;
Candói;De 50 a menos de 100 ha;96;6833;48;48;3924;2909;92;4;46;2;46;2;0;2;0;2;;
Candói;De 100 a menos de 200 ha;58;7854;57;1;0;0;50;8;49;8;1;0;0;8;0;0;;
Candói;De 200 a menos de 500 ha;42;13489;42;0;13489;0;37;5;37;5;0;0;0;3;0;0;;
Candói;De 500 a menos de 1.000 ha;16;11499;16;0;11499;0;14;2;14;2;0;0;1;1;0;0;;
Candói;De 1.000 a menos de 2.500 ha;10;13217;10;0;13217;0;10;0;10;0;0;0;0;0;0;0;;
Candói;De 2.500 a menos de 10.000 ha;6;0;6;0;0;0;6;0;6;0;0;0;0;0;0;0;;
Candói;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Candói;Produtor sem área;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;;
Cantagalo;Mais de 0 a menos de 0,1 ha;2;0;1;1;0;0;0;2;0;1;0;1;0;1;0;1;;
Cantagalo;De 0,1 a menos de 0,2 ha;7;1;1;6;0;0;1;6;0;1;1;5;0;1;0;4;;
Cantagalo;De 0,2 a menos de 0,5 ha;51;23;20;31;9;14;30;21;12;8;18;13;0;4;0;9;;
Cantagalo;De 0,5 a menos de 1 ha;17;11;4;13;2;9;5;12;1;3;4;9;0;1;0;5;;
Cantagalo;De 1 a menos de 2 ha;25;35;8;17;10;25;13;12;3;5;10;7;0;5;0;5;;
Cantagalo;De 2 a menos de 3 ha;52;126;10;42;24;102;31;21;4;6;27;15;0;4;0;11;;
Cantagalo;De 3 a menos de 4 ha;36;124;7;29;25;98;24;12;3;4;21;8;0;4;0;5;;
Cantagalo;De 4 a menos de 5 ha;50;236;4;46;0;0;39;11;2;2;37;9;0;1;0;7;;
Cantagalo;De 5 a menos de 10 ha;118;898;14;104;104;795;98;20;10;4;88;16;0;4;0;8;;
Cantagalo;De 10 a menos de 20 ha;177;2672;16;161;223;2449;150;27;12;4;138;23;0;3;0;18;;
Cantagalo;De 20 a menos de 50 ha;266;7834;10;256;313;7521;234;32;6;4;228;28;0;4;0;19;;
Cantagalo;De 50 a menos de 100 ha;62;4551;36;26;3021;1530;48;14;29;7;19;7;0;5;0;6;;
Cantagalo;De 100 a menos de 200 ha;37;5062;37;0;5062;0;31;6;31;6;0;0;0;4;0;0;;
Cantagalo;De 200 a menos de 500 ha;29;9298;29;0;9298;0;25;4;25;4;0;0;0;3;0;0;;
Cantagalo;De 500 a menos de 1.000 ha;9;6552;9;0;6552;0;9;0;9;0;0;0;0;0;0;0;;
Cantagalo;De 1.000 a menos de 2.500 ha;5;0;5;0;0;0;4;1;4;1;0;0;0;0;0;0;;
Cantagalo;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Cantagalo;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Cantagalo;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capanema;Mais de 0 a menos de 0,1 ha;3;0;0;3;0;0;0;3;0;0;0;3;0;0;0;3;;
Capanema;De 0,1 a menos de 0,2 ha;20;3;6;14;0;0;4;16;1;5;3;11;3;2;5;6;;
Capanema;De 0,2 a menos de 0,5 ha;29;10;12;17;4;6;10;19;6;6;4;13;3;1;4;8;;
Capanema;De 0,5 a menos de 1 ha;36;23;9;27;6;18;11;25;2;7;9;18;2;3;3;13;;
Capanema;De 1 a menos de 2 ha;73;97;16;57;20;77;29;44;6;10;23;34;2;7;13;17;;
Capanema;De 2 a menos de 3 ha;97;236;18;79;43;193;45;52;7;11;38;41;1;8;13;22;;
Capanema;De 3 a menos de 4 ha;123;418;26;97;86;332;74;49;15;11;59;38;2;7;10;18;;
Capanema;De 4 a menos de 5 ha;125;583;13;112;60;523;82;43;8;5;74;38;1;4;10;20;;
Capanema;De 5 a menos de 10 ha;470;3521;35;435;260;3262;356;114;25;10;331;104;5;3;28;48;;
Capanema;De 10 a menos de 20 ha;503;7031;26;477;347;6684;426;77;17;9;409;68;0;6;10;36;;
Capanema;De 20 a menos de 50 ha;316;9604;12;304;386;9217;292;24;8;4;284;20;1;2;3;11;;
Capanema;De 50 a menos de 100 ha;84;5712;22;62;1850;3862;77;7;19;3;58;4;0;3;0;2;;
Capanema;De 100 a menos de 200 ha;29;3695;29;0;3695;0;28;1;28;1;0;0;0;1;0;0;;
Capanema;De 200 a menos de 500 ha;9;0;9;0;0;0;9;0;9;0;0;0;0;0;0;0;;
Capanema;De 500 a menos de 1.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capanema;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capanema;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capanema;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capanema;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capitão Leônidas Marques;Mais de 0 a menos de 0,1 ha;38;2;18;20;1;1;10;28;7;11;3;17;0;11;0;15;;
Capitão Leônidas Marques;De 0,1 a menos de 0,2 ha;10;1;4;6;0;1;5;5;0;4;5;1;0;3;0;1;;
Capitão Leônidas Marques;De 0,2 a menos de 0,5 ha;11;3;6;5;2;2;4;7;3;3;1;4;0;2;0;3;;
Capitão Leônidas Marques;De 0,5 a menos de 1 ha;50;30;23;27;14;16;33;17;16;7;17;10;0;4;3;5;;
Capitão Leônidas Marques;De 1 a menos de 2 ha;29;38;10;19;13;25;14;15;5;5;9;10;0;3;1;6;;
Capitão Leônidas Marques;De 2 a menos de 3 ha;51;123;19;32;46;77;36;15;13;6;23;9;2;2;0;5;;
Capitão Leônidas Marques;De 3 a menos de 4 ha;57;195;11;46;39;157;43;14;6;5;37;9;0;3;0;7;;
Capitão Leônidas Marques;De 4 a menos de 5 ha;63;296;14;49;66;230;49;14;11;3;38;11;0;2;0;6;;
Capitão Leônidas Marques;De 5 a menos de 10 ha;197;1492;41;156;290;1202;162;35;27;14;135;21;0;9;0;12;;
Capitão Leônidas Marques;De 10 a menos de 20 ha;217;3232;27;190;402;2829;193;24;19;8;174;16;0;3;1;5;;
Capitão Leônidas Marques;De 20 a menos de 50 ha;163;5088;11;152;306;4783;148;15;7;4;141;11;1;3;1;6;;
Capitão Leônidas Marques;De 50 a menos de 100 ha;68;4559;19;49;1422;3137;64;4;17;2;47;2;0;1;0;2;;
Capitão Leônidas Marques;De 100 a menos de 200 ha;25;3416;25;0;3416;0;25;0;25;0;0;0;0;0;0;0;;
Capitão Leônidas Marques;De 200 a menos de 500 ha;4;864;4;0;864;0;4;0;4;0;0;0;0;0;0;0;;
Capitão Leônidas Marques;De 500 a menos de 1.000 ha;4;3144;4;0;3144;0;4;0;4;0;0;0;0;0;0;0;;
Capitão Leônidas Marques;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capitão Leônidas Marques;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capitão Leônidas Marques;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Capitão Leônidas Marques;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Carambeí;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
